,Price,Total_No_of_Stops,Day_of_Journey,Month_of_Journey,Year_of_Journey,Departure_Hour,Departure_Minute,Arrival_hour,Arrival_min,Duration_Hour,Duration_Minute,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
2492,10262,1,6,06,2019,20,55,4,25,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2493,13029,2,9,05,2019,05,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2494,14053,1,9,03,2019,19,15,4,25,9,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2495,26890,1,01,03,2019,16,55,7,40,14,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2496,3841,0,1,04,2019,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2497,11003,1,01,03,2019,10,30,22,55,12,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2498,5403,0,9,04,2019,11,30,14,20,2,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2499,15342,1,3,03,2019,08,00,18,50,10,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2500,12224,2,12,06,2019,20,30,13,45,17,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2501,6297,0,15,03,2019,19,35,21,55,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2502,8844,1,1,05,2019,15,55,21,25,5,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2503,13377,1,1,06,2019,14,00,1,30,11,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2504,5706,0,09,03,2019,20,55,23,50,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2505,8372,1,12,06,2019,21,00,7,40,10,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2506,6526,1,27,05,2019,06,40,21,0,14,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2507,4823,0,1,06,2019,16,55,19,45,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2508,3175,0,24,06,2019,16,55,18,25,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2509,10407,1,6,05,2019,09,00,19,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2510,4423,0,18,04,2019,04,00,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2511,9555,1,9,05,2019,17,00,20,20,27,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2512,12681,1,1,04,2019,16,30,16,20,23,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2513,13059,1,6,06,2019,14,05,4,40,14,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2514,8586,1,9,05,2019,16,30,10,5,17,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2515,3419,0,6,04,2019,20,55,23,40,2,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2516,3873,0,3,06,2019,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2517,10203,1,6,06,2019,10,00,20,25,10,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2518,13029,2,27,05,2019,19,30,4,25,8,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2519,10844,1,15,05,2019,16,30,22,35,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2520,11134,1,24,03,2019,18,55,8,10,13,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2521,8610,1,12,06,2019,20,20,18,50,22,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2522,4174,0,15,04,2019,20,20,22,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2523,11087,1,09,03,2019,08,00,9,30,25,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2524,3971,0,18,06,2019,21,10,0,5,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2525,17531,1,9,04,2019,07,05,19,0,11,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2526,3573,0,6,06,2019,05,55,8,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2527,8366,1,1,05,2019,09,25,7,55,22,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2528,13885,0,3,03,2019,14,15,16,45,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2529,18485,2,9,06,2019,17,50,1,30,7,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2530,4409,0,27,04,2019,19,55,22,25,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2531,8085,1,1,05,2019,20,20,23,25,27,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2532,13377,1,6,06,2019,17,30,1,30,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2533,13538,2,21,05,2019,13,20,7,40,18,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2534,15147,1,6,03,2019,19,00,1,35,6,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2535,4030,0,27,05,2019,11,10,14,5,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2536,14848,1,6,06,2019,08,00,19,15,11,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2537,13555,1,18,03,2019,22,50,8,15,9,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2538,10975,2,18,05,2019,07,05,9,25,26,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2539,13029,2,21,05,2019,09,40,12,35,26,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2540,9663,1,12,05,2019,08,25,9,20,24,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2541,4050,0,1,06,2019,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2542,14714,1,3,06,2019,17,30,4,25,10,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2543,11213,2,01,03,2019,10,30,21,25,10,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2544,4544,0,9,04,2019,06,00,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2545,3873,0,15,06,2019,09,00,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2546,12537,1,9,04,2019,13,00,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2547,13067,1,6,05,2019,09,35,19,10,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2548,16704,2,9,05,2019,23,05,4,25,29,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2549,8714,1,15,03,2019,06,45,12,15,5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2550,13376,2,3,06,2019,14,35,12,35,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2551,3597,0,27,06,2019,08,20,10,35,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2552,7670,1,18,05,2019,12,50,1,30,12,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2553,14410,2,24,03,2019,09,50,23,15,37,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2554,7480,1,15,05,2019,09,45,9,25,23,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2555,13584,1,9,05,2019,20,00,18,15,22,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2556,25735,1,01,03,2019,16,55,10,25,17,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2557,4544,0,1,04,2019,17,45,20,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2558,8099,1,21,05,2019,09,15,19,15,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2559,10844,1,15,05,2019,16,30,4,40,12,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2560,12557,1,21,03,2019,19,15,4,25,9,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2561,9564,0,9,05,2019,11,00,14,15,3,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2562,13817,1,12,03,2019,21,25,9,30,12,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2563,12384,1,18,05,2019,09,35,19,10,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2564,7575,1,21,05,2019,04,55,19,15,14,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2565,14120,2,6,05,2019,16,45,12,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2566,6916,1,9,03,2019,07,05,22,20,15,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2567,7878,1,27,05,2019,07,10,22,30,15,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2568,11087,1,18,03,2019,22,50,20,20,21,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2569,4804,0,27,04,2019,14,25,16,55,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2570,3597,0,15,06,2019,09,45,12,0,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2571,12723,2,15,05,2019,05,50,16,15,34,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2572,2227,0,15,05,2019,20,05,21,40,1,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2573,9929,1,24,05,2019,07,00,19,15,12,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2574,11841,1,9,06,2019,21,10,9,20,12,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2575,12373,1,9,05,2019,11,30,4,25,16,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2576,12898,1,21,05,2019,20,55,19,0,22,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2577,15113,2,3,03,2019,05,55,7,40,25,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2578,10529,1,18,05,2019,11,40,19,0,7,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2579,8875,2,27,03,2019,13,05,7,40,18,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2580,10844,1,15,05,2019,08,25,20,45,12,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2581,15676,0,01,03,2019,06,10,8,55,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2582,7064,1,1,04,2019,08,25,23,35,15,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2583,10844,1,9,06,2019,08,25,19,50,11,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2584,19595,1,6,03,2019,14,00,16,50,26,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2585,13941,1,1,05,2019,14,05,8,15,18,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2586,6790,1,21,03,2019,08,35,16,10,7,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2587,3841,0,27,04,2019,09,00,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2588,11087,1,18,03,2019,11,40,9,0,21,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2589,11491,2,15,05,2019,19,45,19,15,23,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2590,3943,0,9,04,2019,05,30,8,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2591,22270,1,01,03,2019,11,40,7,40,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2592,4878,0,9,06,2019,17,00,19,35,2,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2593,14714,1,9,06,2019,22,50,4,25,5,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2594,10877,1,24,06,2019,06,40,19,0,12,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2595,9653,2,15,06,2019,19,45,19,15,23,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2596,14571,1,24,05,2019,20,00,12,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2597,7064,1,1,04,2019,18,55,20,45,25,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2598,5618,0,6,03,2019,15,20,17,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2599,13727,1,15,05,2019,14,00,1,30,11,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2600,4851,0,1,04,2019,14,40,17,50,3,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2601,15187,2,24,03,2019,09,10,21,50,12,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2602,3419,0,15,05,2019,07,45,10,40,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2603,3943,0,1,04,2019,06,05,8,50,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2604,15129,2,18,05,2019,09,40,12,35,26,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2605,3419,0,21,06,2019,00,25,3,15,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2606,10861,2,21,05,2019,20,00,19,15,23,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2607,7074,1,21,04,2019,05,10,10,5,4,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2608,11542,2,6,05,2019,09,25,15,5,29,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2609,6968,1,21,04,2019,06,50,12,10,5,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2610,5769,0,12,06,2019,17,45,20,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2611,7927,1,12,06,2019,20,20,22,40,26,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2612,13044,1,12,06,2019,18,55,8,15,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2613,15129,2,21,05,2019,23,05,12,35,13,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2614,3841,0,1,05,2019,09,00,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2615,4804,0,24,06,2019,20,20,22,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2616,4319,0,12,04,2019,05,55,8,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2617,16079,1,27,05,2019,21,50,19,0,21,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2618,54826,1,18,03,2019,22,50,5,5,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2619,12351,1,9,03,2019,17,30,1,35,8,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2620,13067,1,6,05,2019,17,00,19,10,26,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2621,13817,1,12,03,2019,18,55,7,40,12,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2622,3625,0,21,05,2019,21,10,0,5,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2623,18293,3,12,03,2019,09,40,15,15,29,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2624,5613,0,1,04,2019,19,30,22,15,2,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2625,11038,1,6,03,2019,06,10,8,15,26,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2626,4077,0,3,04,2019,06,05,8,50,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2627,6883,1,27,03,2019,08,00,21,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2628,19508,0,03,03,2019,17,00,19,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2629,8714,1,15,03,2019,08,50,23,15,14,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2630,4804,0,1,05,2019,04,40,7,15,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2631,15078,1,3,03,2019,08,00,15,30,7,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2632,4807,0,21,04,2019,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2633,21829,3,6,03,2019,11,35,21,0,9,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2634,5403,0,24,03,2019,11,30,14,10,2,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2635,26890,1,01,03,2019,07,00,16,10,9,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2636,7335,1,18,05,2019,23,30,7,45,8,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2637,9412,2,27,03,2019,17,35,4,25,10,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2638,10844,1,21,05,2019,08,25,19,50,11,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2639,4990,0,6,06,2019,18,55,21,50,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2640,16704,2,27,05,2019,23,05,4,25,29,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2641,7711,2,9,04,2019,05,55,19,15,37,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2642,10262,1,3,06,2019,17,30,4,25,10,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2643,6007,1,24,06,2019,12,50,21,0,8,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2644,12219,2,1,04,2019,09,25,5,25,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2645,3898,0,1,05,2019,20,55,23,40,2,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2646,11467,1,6,05,2019,17,00,22,5,29,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2647,12534,2,18,05,2019,08,20,20,25,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2648,10844,1,6,06,2019,08,25,18,15,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2649,4377,0,24,03,2019,05,45,8,35,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2650,11982,0,9,06,2019,17,45,20,5,2,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2651,4423,0,9,06,2019,09,30,12,20,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2652,17234,1,3,03,2019,19,15,4,25,9,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2653,8295,1,1,04,2019,07,10,22,55,15,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2654,15864,2,6,03,2019,05,30,19,45,38,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2655,3398,0,27,05,2019,11,40,14,30,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2656,7198,1,9,06,2019,13,00,1,30,12,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2657,7229,0,6,04,2019,06,00,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2658,13014,2,12,06,2019,05,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2659,6528,1,9,05,2019,14,35,14,35,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2660,13292,2,12,06,2019,09,35,12,35,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2661,15129,2,21,05,2019,19,10,19,0,23,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2662,11071,2,15,06,2019,20,00,19,15,23,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2663,4174,0,21,04,2019,06,55,9,30,2,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2664,11299,1,27,03,2019,04,00,18,50,14,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2665,12373,1,18,05,2019,19,45,12,35,16,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2666,13439,1,01,03,2019,05,50,9,15,27,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2667,4804,0,1,05,2019,20,20,22,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2668,11642,2,12,05,2019,09,25,5,35,20,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2669,3419,0,18,06,2019,00,25,3,15,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2670,6103,2,21,05,2019,06,35,12,10,5,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2671,13033,2,9,05,2019,07,00,1,20,18,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2672,11245,2,18,03,2019,08,55,15,55,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2673,10056,1,1,04,2019,06,30,12,0,5,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2674,10539,1,6,06,2019,20,25,14,25,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2675,5277,0,18,03,2019,22,05,0,25,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2676,11936,1,21,05,2019,10,00,23,15,13,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2677,13014,2,9,06,2019,05,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2678,8820,1,6,06,2019,17,00,20,20,27,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2679,12373,1,9,05,2019,15,00,12,35,21,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2680,10262,1,1,06,2019,09,00,12,35,27,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2681,4995,0,3,06,2019,07,05,8,30,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2682,7438,1,27,03,2019,21,50,19,45,21,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2683,4148,0,21,03,2019,05,30,8,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2684,3597,0,27,05,2019,14,45,17,5,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2685,5192,1,1,05,2019,07,35,23,30,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2686,16736,1,06,03,2019,08,00,20,20,12,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2687,7933,1,1,06,2019,13,00,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2688,8879,1,18,05,2019,08,00,19,15,11,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2689,5000,0,12,05,2019,14,25,17,40,3,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2690,8137,1,6,05,2019,17,00,9,5,16,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2691,22096,2,9,03,2019,16,55,19,15,26,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2692,4273,0,24,03,2019,05,45,8,35,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2693,35185,1,01,03,2019,18,40,0,45,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2694,4226,1,15,04,2019,19,35,23,15,3,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2695,10844,1,1,05,2019,08,25,16,20,7,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
